physician_id,physician_experience,question_id,question_uncertainty,question_order,Di,A,oe_used,Df,F,R,ts_Di_lock,ts_oe_start,ts_Df_lock,ts_F_lock,oe_time_seconds
P029,Attending_lt10,Q039,Extrapolation-Required,32,C,C,Yes,C,,B,2026-05-19T02:04:48Z,2026-05-19T02:04:48Z,2026-05-19T02:06:16Z,,88
P029,Attending_lt10,Q028,Evidence-Equipoise,33,B,A,No,,E,E,2026-05-19T02:06:56Z,,,2026-05-19T02:07:10Z,
P029,Attending_lt10,Q026,Evidence-Equipoise,34,E,C,Yes,E,,C,2026-05-19T02:07:54Z,2026-05-19T02:07:54Z,2026-05-19T02:10:03Z,,129
P029,Attending_lt10,Q001,Guideline-Direct,35,C,C,Yes,D,,C,2026-05-19T02:10:50Z,2026-05-19T02:10:50Z,2026-05-19T02:12:31Z,,101
P029,Attending_lt10,Q035,Extrapolation-Required,36,C,B,Yes,C,,A,2026-05-19T02:13:22Z,2026-05-19T02:13:22Z,2026-05-19T02:14:24Z,,62
P029,Attending_lt10,Q004,Guideline-Direct,37,B,B,Yes,B,,B,2026-05-19T02:14:47Z,2026-05-19T02:14:47Z,2026-05-19T02:15:20Z,,33
P029,Attending_lt10,Q027,Evidence-Equipoise,38,C,C,Yes,C,,C,2026-05-19T02:16:00Z,2026-05-19T02:16:00Z,2026-05-19T02:18:10Z,,130
P029,Attending_lt10,Q020,Evidence-Equipoise,39,B,E,Yes,C,,C,2026-05-19T02:18:46Z,2026-05-19T02:18:46Z,2026-05-19T02:19:31Z,,45
P029,Attending_lt10,Q003,Guideline-Direct,40,B,B,Yes,B,,B,2026-05-19T02:20:23Z,2026-05-19T02:20:23Z,2026-05-19T02:22:10Z,,107
P029,Attending_lt10,Q022,Evidence-Equipoise,41,D,A,Yes,D,,A,2026-05-19T02:22:54Z,2026-05-19T02:22:54Z,2026-05-19T02:24:57Z,,123
P029,Attending_lt10,Q036,Extrapolation-Required,42,C,A,No,,C,D,2026-05-19T02:25:37Z,,,2026-05-19T02:25:54Z,
P029,Attending_lt10,Q050,Extrapolation-Required,43,E,A,Yes,A,,A,2026-05-19T02:26:35Z,2026-05-19T02:26:35Z,2026-05-19T02:28:53Z,,138
P029,Attending_lt10,Q045,Extrapolation-Required,44,D,E,No,,D,E,2026-05-19T02:29:38Z,,,2026-05-19T02:29:48Z,
P029,Attending_lt10,Q034,Evidence-Equipoise,45,E,B,Yes,C,,C,2026-05-19T02:30:29Z,2026-05-19T02:30:29Z,2026-05-19T02:31:23Z,,54
P029,Attending_lt10,Q032,Evidence-Equipoise,46,B,B,No,,B,E,2026-05-19T02:31:59Z,,,2026-05-19T02:32:20Z,
P029,Attending_lt10,Q018,Evidence-Equipoise,47,D,D,No,,D,D,2026-05-19T02:32:52Z,,,2026-05-19T02:33:09Z,
P029,Attending_lt10,Q031,Evidence-Equipoise,48,D,E,Yes,D,,E,2026-05-19T02:33:52Z,2026-05-19T02:33:52Z,2026-05-19T02:35:09Z,,77
P029,Attending_lt10,Q042,Extrapolation-Required,49,D,C,Yes,D,,A,2026-05-19T02:35:49Z,2026-05-19T02:35:49Z,2026-05-19T02:37:33Z,,104
P029,Attending_lt10,Q013,Guideline-Direct,50,B,C,No,,B,C,2026-05-19T02:38:21Z,,,2026-05-19T02:38:46Z,
P030,Attending_lt10,Q005,Guideline-Direct,1,E,C,Yes,C,,C,2026-05-19T04:00:45Z,2026-05-19T04:00:45Z,2026-05-19T04:01:37Z,,52
P030,Attending_lt10,Q008,Guideline-Direct,2,E,E,Yes,E,,E,2026-05-19T04:02:12Z,2026-05-19T04:02:12Z,2026-05-19T04:03:19Z,,67
P030,Attending_lt10,Q028,Evidence-Equipoise,3,E,D,No,,B,E,2026-05-19T04:03:53Z,,,2026-05-19T04:04:02Z,
P030,Attending_lt10,Q031,Evidence-Equipoise,4,C,E,No,,C,E,2026-05-19T04:04:34Z,,,2026-05-19T04:04:44Z,
P030,Attending_lt10,Q048,Extrapolation-Required,5,E,C,Yes,E,,E,2026-05-19T04:05:25Z,2026-05-19T04:05:25Z,2026-05-19T04:06:15Z,,50
P030,Attending_lt10,Q032,Evidence-Equipoise,6,D,E,Yes,D,,E,2026-05-19T04:06:38Z,2026-05-19T04:06:38Z,2026-05-19T04:08:20Z,,102
P030,Attending_lt10,Q036,Extrapolation-Required,7,A,D,No,,A,D,2026-05-19T04:08:40Z,,,2026-05-19T04:08:56Z,
P030,Attending_lt10,Q021,Evidence-Equipoise,8,E,E,Yes,B,,B,2026-05-19T04:09:37Z,2026-05-19T04:09:37Z,2026-05-19T04:11:04Z,,87
P030,Attending_lt10,Q049,Extrapolation-Required,9,C,D,Yes,C,,C,2026-05-19T04:11:55Z,2026-05-19T04:11:55Z,2026-05-19T04:13:31Z,,96
P030,Attending_lt10,Q015,Guideline-Direct,10,C,C,Yes,C,,C,2026-05-19T04:14:13Z,2026-05-19T04:14:13Z,2026-05-19T04:15:36Z,,83
P030,Attending_lt10,Q006,Guideline-Direct,11,B,D,Yes,D,,D,2026-05-19T04:16:04Z,2026-05-19T04:16:04Z,2026-05-19T04:20:34Z,,270
P030,Attending_lt10,Q012,Guideline-Direct,12,A,A,No,,A,D,2026-05-19T04:21:18Z,,,2026-05-19T04:21:29Z,
P030,Attending_lt10,Q026,Evidence-Equipoise,13,C,C,Yes,C,,C,2026-05-19T04:22:00Z,2026-05-19T04:22:00Z,2026-05-19T04:23:04Z,,64
P030,Attending_lt10,Q033,Evidence-Equipoise,14,A,A,Yes,A,,A,2026-05-19T04:23:52Z,2026-05-19T04:23:52Z,2026-05-19T04:26:04Z,,132
P030,Attending_lt10,Q030,Evidence-Equipoise,15,C,A,No,,C,D,2026-05-19T04:26:46Z,,,2026-05-19T04:27:06Z,
P030,Attending_lt10,Q047,Extrapolation-Required,16,C,D,No,,C,D,2026-05-19T04:27:49Z,,,2026-05-19T04:28:00Z,
P030,Attending_lt10,Q020,Evidence-Equipoise,17,C,C,No,,C,C,2026-05-19T04:28:29Z,,,2026-05-19T04:28:45Z,
P030,Attending_lt10,Q016,Guideline-Direct,18,D,A,Yes,A,,A,2026-05-19T04:29:11Z,2026-05-19T04:29:11Z,2026-05-19T04:30:22Z,,71
P030,Attending_lt10,Q022,Evidence-Equipoise,19,A,A,No,,A,A,2026-05-19T04:30:58Z,,,2026-05-19T04:31:11Z,
P030,Attending_lt10,Q050,Extrapolation-Required,20,C,A,Yes,A,,A,2026-05-19T04:31:47Z,2026-05-19T04:31:47Z,2026-05-19T04:34:11Z,,144
P030,Attending_lt10,Q025,Evidence-Equipoise,21,B,E,No,,B,C,2026-05-19T04:34:46Z,,,2026-05-19T04:35:05Z,
P030,Attending_lt10,Q003,Guideline-Direct,22,B,B,Yes,B,,B,2026-05-19T04:35:34Z,2026-05-19T04:35:34Z,2026-05-19T04:37:54Z,,140
P030,Attending_lt10,Q014,Guideline-Direct,23,E,C,Yes,E,,C,2026-05-19T04:38:20Z,2026-05-19T04:38:20Z,2026-05-19T04:38:51Z,,31
P030,Attending_lt10,Q041,Extrapolation-Required,24,E,C,Yes,E,,E,2026-05-19T04:39:31Z,2026-05-19T04:39:31Z,2026-05-19T04:40:43Z,,72
P030,Attending_lt10,Q029,Evidence-Equipoise,25,B,B,No,,B,B,2026-05-19T04:41:35Z,,,2026-05-19T04:41:53Z,
P030,Attending_lt10,Q013,Guideline-Direct,26,B,E,Yes,C,,C,2026-05-19T04:42:33Z,2026-05-19T04:42:33Z,2026-05-19T04:44:03Z,,90
P030,Attending_lt10,Q044,Extrapolation-Required,27,C,D,Yes,C,,D,2026-05-19T04:44:54Z,2026-05-19T04:44:54Z,2026-05-19T04:46:12Z,,78
P030,Attending_lt10,Q042,Extrapolation-Required,28,A,A,Yes,A,,A,2026-05-19T04:46:43Z,2026-05-19T04:46:43Z,2026-05-19T04:49:12Z,,149
P030,Attending_lt10,Q035,Extrapolation-Required,29,E,A,No,,E,A,2026-05-19T04:49:50Z,,,2026-05-19T04:50:13Z,
P030,Attending_lt10,Q034,Evidence-Equipoise,30,D,D,No,,D,C,2026-05-19T04:50:34Z,,,2026-05-19T04:50:46Z,
P030,Attending_lt10,Q040,Extrapolation-Required,31,A,C,Yes,A,,C,2026-05-19T04:51:33Z,2026-05-19T04:51:33Z,2026-05-19T04:52:21Z,,48
P030,Attending_lt10,Q045,Extrapolation-Required,32,A,D,Yes,A,,E,2026-05-19T04:53:09Z,2026-05-19T04:53:09Z,2026-05-19T04:53:58Z,,49
P030,Attending_lt10,Q007,Guideline-Direct,33,C,E,Yes,C,,E,2026-05-19T04:54:28Z,2026-05-19T04:54:28Z,2026-05-19T04:56:14Z,,106
P030,Attending_lt10,Q039,Extrapolation-Required,34,B,E,Yes,B,,B,2026-05-19T04:56:55Z,2026-05-19T04:56:55Z,2026-05-19T04:59:45Z,,170
P030,Attending_lt10,Q024,Evidence-Equipoise,35,E,A,No,,E,D,2026-05-19T05:00:04Z,,,2026-05-19T05:00:25Z,
P030,Attending_lt10,Q037,Extrapolation-Required,36,E,B,Yes,E,,A,2026-05-19T05:01:12Z,2026-05-19T05:01:12Z,2026-05-19T05:01:51Z,,39
P030,Attending_lt10,Q043,Extrapolation-Required,37,B,E,Yes,B,,E,2026-05-19T05:02:20Z,2026-05-19T05:02:20Z,2026-05-19T05:04:16Z,,116
P030,Attending_lt10,Q010,Guideline-Direct,38,B,C,Yes,C,,C,2026-05-19T05:04:46Z,2026-05-19T05:04:46Z,2026-05-19T05:05:51Z,,65
P030,Attending_lt10,Q018,Evidence-Equipoise,39,D,D,Yes,D,,D,2026-05-19T05:06:26Z,2026-05-19T05:06:26Z,2026-05-19T05:08:04Z,,98
P030,Attending_lt10,Q002,Guideline-Direct,40,B,B,Yes,B,,B,2026-05-19T05:08:33Z,2026-05-19T05:08:33Z,2026-05-19T05:10:18Z,,105
P030,Attending_lt10,Q023,Evidence-Equipoise,41,C,C,Yes,C,,C,2026-05-19T05:10:59Z,2026-05-19T05:10:59Z,2026-05-19T05:12:37Z,,98
P030,Attending_lt10,Q009,Guideline-Direct,42,E,A,No,,B,A,2026-05-19T05:13:02Z,,,2026-05-19T05:13:21Z,
P030,Attending_lt10,Q011,Guideline-Direct,43,E,B,Yes,B,,B,2026-05-19T05:13:57Z,2026-05-19T05:13:57Z,2026-05-19T05:15:17Z,,80
P030,Attending_lt10,Q019,Evidence-Equipoise,44,B,B,No,,B,B,2026-05-19T05:16:01Z,,,2026-05-19T05:16:22Z,
P030,Attending_lt10,Q004,Guideline-Direct,45,E,B,No,,E,B,2026-05-19T05:17:10Z,,,2026-05-19T05:17:33Z,
P030,Attending_lt10,Q027,Evidence-Equipoise,46,B,C,Yes,C,,C,2026-05-19T05:18:10Z,2026-05-19T05:18:10Z,2026-05-19T05:19:09Z,,59
P030,Attending_lt10,Q038,Extrapolation-Required,47,D,D,No,,D,D,2026-05-19T05:19:48Z,,,2026-05-19T05:20:10Z,
P030,Attending_lt10,Q046,Extrapolation-Required,48,B,B,Yes,B,,B,2026-05-19T05:20:56Z,2026-05-19T05:20:56Z,2026-05-19T05:22:10Z,,74
P030,Attending_lt10,Q001,Guideline-Direct,49,B,E,Yes,B,,C,2026-05-19T05:22:58Z,2026-05-19T05:22:58Z,2026-05-19T05:24:33Z,,95
P030,Attending_lt10,Q017,Guideline-Direct,50,E,A,Yes,E,,D,2026-05-19T05:25:20Z,2026-05-19T05:25:20Z,2026-05-19T05:27:53Z,,153
P031,Attending_lt10,Q036,Extrapolation-Required,1,D,D,Yes,C,,D,2026-05-19T07:00:35Z,2026-05-19T07:00:35Z,2026-05-19T07:02:15Z,,100
P031,Attending_lt10,Q006,Guideline-Direct,2,D,A,Yes,A,,D,2026-05-19T07:02:38Z,2026-05-19T07:02:38Z,2026-05-19T07:03:19Z,,41
P031,Attending_lt10,Q041,Extrapolation-Required,3,E,E,No,,E,E,2026-05-19T07:04:14Z,,,2026-05-19T07:04:19Z,
P031,Attending_lt10,Q031,Evidence-Equipoise,4,E,A,No,,E,E,2026-05-19T07:04:49Z,,,2026-05-19T07:05:10Z,
P031,Attending_lt10,Q045,Extrapolation-Required,5,E,A,Yes,E,,E,2026-05-19T07:05:53Z,2026-05-19T07:05:53Z,2026-05-19T07:07:31Z,,98
P031,Attending_lt10,Q034,Evidence-Equipoise,6,A,C,Yes,C,,C,2026-05-19T07:08:01Z,2026-05-19T07:08:01Z,2026-05-19T07:08:44Z,,43
P031,Attending_lt10,Q047,Extrapolation-Required,7,A,A,Yes,D,,D,2026-05-19T07:09:36Z,2026-05-19T07:09:36Z,2026-05-19T07:11:18Z,,102
P031,Attending_lt10,Q027,Evidence-Equipoise,8,A,D,Yes,A,,C,2026-05-19T07:12:02Z,2026-05-19T07:12:02Z,2026-05-19T07:14:35Z,,153
P031,Attending_lt10,Q008,Guideline-Direct,9,B,E,No,,B,E,2026-05-19T07:15:19Z,,,2026-05-19T07:15:43Z,
P031,Attending_lt10,Q039,Extrapolation-Required,10,B,B,Yes,B,,B,2026-05-19T07:16:22Z,2026-05-19T07:16:22Z,2026-05-19T07:19:05Z,,163
P031,Attending_lt10,Q003,Guideline-Direct,11,B,B,No,,B,B,2026-05-19T07:19:45Z,,,2026-05-19T07:20:03Z,
P031,Attending_lt10,Q016,Guideline-Direct,12,A,A,Yes,E,,A,2026-05-19T07:20:56Z,2026-05-19T07:20:56Z,2026-05-19T07:22:52Z,,116
P031,Attending_lt10,Q029,Evidence-Equipoise,13,E,B,Yes,E,,B,2026-05-19T07:23:42Z,2026-05-19T07:23:42Z,2026-05-19T07:24:21Z,,39
P031,Attending_lt10,Q015,Guideline-Direct,14,E,B,No,,E,C,2026-05-19T07:25:09Z,,,2026-05-19T07:25:17Z,
P031,Attending_lt10,Q037,Extrapolation-Required,15,C,A,Yes,C,,A,2026-05-19T07:26:05Z,2026-05-19T07:26:05Z,2026-05-19T07:27:26Z,,81
P031,Attending_lt10,Q050,Extrapolation-Required,16,B,A,Yes,A,,A,2026-05-19T07:27:58Z,2026-05-19T07:27:58Z,2026-05-19T07:32:53Z,,295
P031,Attending_lt10,Q020,Evidence-Equipoise,17,A,D,Yes,C,,C,2026-05-19T07:33:35Z,2026-05-19T07:33:35Z,2026-05-19T07:34:53Z,,78
P031,Attending_lt10,Q043,Extrapolation-Required,18,E,A,Yes,E,,E,2026-05-19T07:35:23Z,2026-05-19T07:35:23Z,2026-05-19T07:36:21Z,,58
P031,Attending_lt10,Q010,Guideline-Direct,19,D,C,No,,D,C,2026-05-19T07:36:58Z,,,2026-05-19T07:37:17Z,
P031,Attending_lt10,Q019,Evidence-Equipoise,20,B,B,Yes,B,,B,2026-05-19T07:37:55Z,2026-05-19T07:37:55Z,2026-05-19T07:39:11Z,,76
P031,Attending_lt10,Q018,Evidence-Equipoise,21,D,D,No,,D,D,2026-05-19T07:39:38Z,,,2026-05-19T07:39:57Z,
P031,Attending_lt10,Q022,Evidence-Equipoise,22,A,A,Yes,A,,A,2026-05-19T07:40:43Z,2026-05-19T07:40:43Z,2026-05-19T07:41:26Z,,43
P031,Attending_lt10,Q028,Evidence-Equipoise,23,E,E,No,,E,E,2026-05-19T07:42:11Z,,,2026-05-19T07:42:36Z,
P031,Attending_lt10,Q038,Extrapolation-Required,24,D,D,No,,D,D,2026-05-19T07:43:07Z,,,2026-05-19T07:43:29Z,
P031,Attending_lt10,Q040,Extrapolation-Required,25,B,C,Yes,C,,C,2026-05-19T07:44:01Z,2026-05-19T07:44:01Z,2026-05-19T07:44:30Z,,29
P031,Attending_lt10,Q032,Evidence-Equipoise,26,C,A,No,,C,E,2026-05-19T07:45:06Z,,,2026-05-19T07:45:21Z,
P031,Attending_lt10,Q044,Extrapolation-Required,27,C,D,No,,C,D,2026-05-19T07:45:47Z,,,2026-05-19T07:46:09Z,
P031,Attending_lt10,Q033,Evidence-Equipoise,28,E,A,Yes,A,,A,2026-05-19T07:46:48Z,2026-05-19T07:46:48Z,2026-05-19T07:47:46Z,,58
P031,Attending_lt10,Q024,Evidence-Equipoise,29,E,D,Yes,D,,D,2026-05-19T07:48:12Z,2026-05-19T07:48:12Z,2026-05-19T07:49:29Z,,77
P031,Attending_lt10,Q007,Guideline-Direct,30,E,E,No,,E,E,2026-05-19T07:50:22Z,,,2026-05-19T07:50:31Z,
P031,Attending_lt10,Q014,Guideline-Direct,31,D,C,Yes,C,,C,2026-05-19T07:51:06Z,2026-05-19T07:51:06Z,2026-05-19T07:52:02Z,,56
P031,Attending_lt10,Q026,Evidence-Equipoise,32,C,E,Yes,C,,C,2026-05-19T07:52:21Z,2026-05-19T07:52:21Z,2026-05-19T07:54:22Z,,121
P031,Attending_lt10,Q046,Extrapolation-Required,33,B,B,Yes,B,,B,2026-05-19T07:54:58Z,2026-05-19T07:54:58Z,2026-05-19T07:55:55Z,,57
P031,Attending_lt10,Q011,Guideline-Direct,34,E,B,No,,E,B,2026-05-19T07:56:39Z,,,2026-05-19T07:56:53Z,
P031,Attending_lt10,Q012,Guideline-Direct,35,D,D,Yes,D,,D,2026-05-19T07:57:29Z,2026-05-19T07:57:29Z,2026-05-19T07:59:45Z,,136
P031,Attending_lt10,Q009,Guideline-Direct,36,C,A,No,,C,A,2026-05-19T08:00:20Z,,,2026-05-19T08:00:43Z,
P031,Attending_lt10,Q048,Extrapolation-Required,37,D,E,Yes,E,,E,2026-05-19T08:01:21Z,2026-05-19T08:01:21Z,2026-05-19T08:04:37Z,,196
P031,Attending_lt10,Q002,Guideline-Direct,38,B,B,Yes,B,,B,2026-05-19T08:05:09Z,2026-05-19T08:05:09Z,2026-05-19T08:06:26Z,,77
P031,Attending_lt10,Q013,Guideline-Direct,39,E,C,No,,E,C,2026-05-19T08:06:54Z,,,2026-05-19T08:07:06Z,
P031,Attending_lt10,Q030,Evidence-Equipoise,40,B,D,Yes,D,,D,2026-05-19T08:07:45Z,2026-05-19T08:07:45Z,2026-05-19T08:11:16Z,,211
P031,Attending_lt10,Q021,Evidence-Equipoise,41,B,B,Yes,D,,B,2026-05-19T08:11:48Z,2026-05-19T08:11:48Z,2026-05-19T08:14:05Z,,137
P031,Attending_lt10,Q005,Guideline-Direct,42,E,C,Yes,C,,C,2026-05-19T08:14:40Z,2026-05-19T08:14:40Z,2026-05-19T08:17:20Z,,160
P031,Attending_lt10,Q004,Guideline-Direct,43,C,B,Yes,B,,B,2026-05-19T08:18:03Z,2026-05-19T08:18:03Z,2026-05-19T08:18:57Z,,54
P031,Attending_lt10,Q025,Evidence-Equipoise,44,C,C,No,,C,C,2026-05-19T08:19:19Z,,,2026-05-19T08:19:38Z,
P031,Attending_lt10,Q017,Guideline-Direct,45,D,A,No,,D,D,2026-05-19T08:20:10Z,,,2026-05-19T08:20:26Z,
P031,Attending_lt10,Q035,Extrapolation-Required,46,A,A,Yes,A,,A,2026-05-19T08:20:59Z,2026-05-19T08:20:59Z,2026-05-19T08:22:28Z,,89
P031,Attending_lt10,Q049,Extrapolation-Required,47,C,C,No,,C,C,2026-05-19T08:23:03Z,,,2026-05-19T08:23:17Z,
P031,Attending_lt10,Q001,Guideline-Direct,48,D,D,Yes,C,,C,2026-05-19T08:23:48Z,2026-05-19T08:23:48Z,2026-05-19T08:24:29Z,,41
P031,Attending_lt10,Q023,Evidence-Equipoise,49,C,C,Yes,C,,C,2026-05-19T08:25:18Z,2026-05-19T08:25:18Z,2026-05-19T08:26:23Z,,65
P031,Attending_lt10,Q042,Extrapolation-Required,50,D,A,Yes,A,,A,2026-05-19T08:27:07Z,2026-05-19T08:27:07Z,2026-05-19T08:28:37Z,,90
P032,Attending_lt10,Q018,Evidence-Equipoise,1,E,D,Yes,E,,D,2026-05-19T10:00:34Z,2026-05-19T10:00:34Z,2026-05-19T10:02:05Z,,91
P032,Attending_lt10,Q035,Extrapolation-Required,2,B,B,Yes,B,,A,2026-05-19T10:02:37Z,2026-05-19T10:02:37Z,2026-05-19T10:05:43Z,,186
P032,Attending_lt10,Q047,Extrapolation-Required,3,B,D,Yes,D,,D,2026-05-19T10:06:36Z,2026-05-19T10:06:36Z,2026-05-19T10:11:06Z,,270
P032,Attending_lt10,Q005,Guideline-Direct,4,C,C,Yes,C,,C,2026-05-19T10:11:49Z,2026-05-19T10:11:49Z,2026-05-19T10:12:47Z,,58
P032,Attending_lt10,Q013,Guideline-Direct,5,C,C,Yes,C,,C,2026-05-19T10:13:13Z,2026-05-19T10:13:13Z,2026-05-19T10:16:53Z,,220
P032,Attending_lt10,Q012,Guideline-Direct,6,B,D,No,,E,D,2026-05-19T10:17:21Z,,,2026-05-19T10:17:26Z,
P032,Attending_lt10,Q015,Guideline-Direct,7,C,C,Yes,C,,C,2026-05-19T10:17:55Z,2026-05-19T10:17:55Z,2026-05-19T10:20:29Z,,154
P032,Attending_lt10,Q028,Evidence-Equipoise,8,E,E,Yes,E,,E,2026-05-19T10:20:55Z,2026-05-19T10:20:55Z,2026-05-19T10:22:01Z,,66
P032,Attending_lt10,Q050,Extrapolation-Required,9,B,A,Yes,A,,A,2026-05-19T10:22:40Z,2026-05-19T10:22:40Z,2026-05-19T10:24:58Z,,138
P032,Attending_lt10,Q032,Evidence-Equipoise,10,E,E,Yes,E,,E,2026-05-19T10:25:39Z,2026-05-19T10:25:39Z,2026-05-19T10:27:15Z,,96
P032,Attending_lt10,Q048,Extrapolation-Required,11,A,E,No,,A,E,2026-05-19T10:27:41Z,,,2026-05-19T10:27:47Z,
P032,Attending_lt10,Q039,Extrapolation-Required,12,B,A,No,,B,B,2026-05-19T10:28:28Z,,,2026-05-19T10:28:46Z,
P032,Attending_lt10,Q045,Extrapolation-Required,13,D,D,No,,D,E,2026-05-19T10:29:15Z,,,2026-05-19T10:29:34Z,
P032,Attending_lt10,Q043,Extrapolation-Required,14,D,E,No,,D,E,2026-05-19T10:30:19Z,,,2026-05-19T10:30:31Z,
P032,Attending_lt10,Q022,Evidence-Equipoise,15,A,C,Yes,A,,A,2026-05-19T10:30:57Z,2026-05-19T10:30:57Z,2026-05-19T10:31:44Z,,47
P032,Attending_lt10,Q024,Evidence-Equipoise,16,B,D,Yes,B,,D,2026-05-19T10:32:09Z,2026-05-19T10:32:09Z,2026-05-19T10:34:52Z,,163
P032,Attending_lt10,Q011,Guideline-Direct,17,B,B,Yes,B,,B,2026-05-19T10:35:39Z,2026-05-19T10:35:39Z,2026-05-19T10:36:50Z,,71
P032,Attending_lt10,Q034,Evidence-Equipoise,18,A,C,Yes,A,,C,2026-05-19T10:37:10Z,2026-05-19T10:37:10Z,2026-05-19T10:39:31Z,,141
P032,Attending_lt10,Q014,Guideline-Direct,19,D,C,No,,D,C,2026-05-19T10:40:04Z,,,2026-05-19T10:40:12Z,
P032,Attending_lt10,Q046,Extrapolation-Required,20,B,B,Yes,B,,B,2026-05-19T10:40:47Z,2026-05-19T10:40:47Z,2026-05-19T10:42:55Z,,128
P032,Attending_lt10,Q042,Extrapolation-Required,21,A,A,Yes,A,,A,2026-05-19T10:43:45Z,2026-05-19T10:43:45Z,2026-05-19T10:44:47Z,,62
P032,Attending_lt10,Q017,Guideline-Direct,22,D,D,Yes,D,,D,2026-05-19T10:45:14Z,2026-05-19T10:45:14Z,2026-05-19T10:47:06Z,,112
P032,Attending_lt10,Q021,Evidence-Equipoise,23,B,B,No,,B,B,2026-05-19T10:47:33Z,,,2026-05-19T10:47:47Z,
P032,Attending_lt10,Q031,Evidence-Equipoise,24,E,E,Yes,E,,E,2026-05-19T10:48:12Z,2026-05-19T10:48:12Z,2026-05-19T10:50:00Z,,108
P032,Attending_lt10,Q033,Evidence-Equipoise,25,A,A,No,,A,A,2026-05-19T10:50:29Z,,,2026-05-19T10:50:47Z,
P032,Attending_lt10,Q037,Extrapolation-Required,26,A,A,Yes,A,,A,2026-05-19T10:51:27Z,2026-05-19T10:51:27Z,2026-05-19T10:52:53Z,,86
P032,Attending_lt10,Q006,Guideline-Direct,27,A,D,Yes,A,,D,2026-05-19T10:53:37Z,2026-05-19T10:53:37Z,2026-05-19T10:54:47Z,,70
P032,Attending_lt10,Q023,Evidence-Equipoise,28,C,E,Yes,C,,C,2026-05-19T10:55:12Z,2026-05-19T10:55:12Z,2026-05-19T10:56:47Z,,95
P032,Attending_lt10,Q020,Evidence-Equipoise,29,B,C,No,,B,C,2026-05-19T10:57:25Z,,,2026-05-19T10:57:39Z,
P032,Attending_lt10,Q030,Evidence-Equipoise,30,D,D,No,,D,D,2026-05-19T10:58:17Z,,,2026-05-19T10:58:32Z,
P032,Attending_lt10,Q025,Evidence-Equipoise,31,A,D,Yes,C,,C,2026-05-19T10:58:52Z,2026-05-19T10:58:52Z,2026-05-19T11:04:30Z,,338
P032,Attending_lt10,Q026,Evidence-Equipoise,32,A,C,No,,D,C,2026-05-19T11:05:21Z,,,2026-05-19T11:05:46Z,
P032,Attending_lt10,Q016,Guideline-Direct,33,C,A,Yes,A,,A,2026-05-19T11:06:08Z,2026-05-19T11:06:08Z,2026-05-19T11:08:11Z,,123
P032,Attending_lt10,Q003,Guideline-Direct,34,B,A,No,,B,B,2026-05-19T11:08:55Z,,,2026-05-19T11:09:20Z,
P032,Attending_lt10,Q038,Extrapolation-Required,35,B,D,Yes,D,,D,2026-05-19T11:09:49Z,2026-05-19T11:09:49Z,2026-05-19T11:12:20Z,,151
P032,Attending_lt10,Q036,Extrapolation-Required,36,D,D,Yes,D,,D,2026-05-19T11:13:15Z,2026-05-19T11:13:15Z,2026-05-19T11:15:01Z,,106
P032,Attending_lt10,Q009,Guideline-Direct,37,A,A,Yes,D,,A,2026-05-19T11:15:31Z,2026-05-19T11:15:31Z,2026-05-19T11:17:54Z,,143
P032,Attending_lt10,Q029,Evidence-Equipoise,38,B,B,Yes,B,,B,2026-05-19T11:18:33Z,2026-05-19T11:18:33Z,2026-05-19T11:21:43Z,,190
P032,Attending_lt10,Q027,Evidence-Equipoise,39,D,C,Yes,C,,C,2026-05-19T11:22:24Z,2026-05-19T11:22:24Z,2026-05-19T11:24:01Z,,97
P032,Attending_lt10,Q002,Guideline-Direct,40,C,A,Yes,B,,B,2026-05-19T11:24:28Z,2026-05-19T11:24:28Z,2026-05-19T11:26:18Z,,110
P032,Attending_lt10,Q001,Guideline-Direct,41,C,C,Yes,A,,C,2026-05-19T11:27:14Z,2026-05-19T11:27:14Z,2026-05-19T11:28:58Z,,104
P032,Attending_lt10,Q019,Evidence-Equipoise,42,B,B,No,,B,B,2026-05-19T11:29:48Z,,,2026-05-19T11:30:04Z,
P032,Attending_lt10,Q040,Extrapolation-Required,43,C,C,No,,C,C,2026-05-19T11:30:51Z,,,2026-05-19T11:30:59Z,
P032,Attending_lt10,Q044,Extrapolation-Required,44,D,B,Yes,D,,D,2026-05-19T11:31:39Z,2026-05-19T11:31:39Z,2026-05-19T11:32:56Z,,77
P032,Attending_lt10,Q004,Guideline-Direct,45,E,B,Yes,B,,B,2026-05-19T11:33:27Z,2026-05-19T11:33:27Z,2026-05-19T11:35:42Z,,135
P032,Attending_lt10,Q007,Guideline-Direct,46,E,E,Yes,E,,E,2026-05-19T11:36:11Z,2026-05-19T11:36:11Z,2026-05-19T11:38:36Z,,145
P032,Attending_lt10,Q041,Extrapolation-Required,47,B,E,Yes,B,,E,2026-05-19T11:39:25Z,2026-05-19T11:39:25Z,2026-05-19T11:41:39Z,,134
P032,Attending_lt10,Q049,Extrapolation-Required,48,C,C,Yes,C,,C,2026-05-19T11:42:24Z,2026-05-19T11:42:24Z,2026-05-19T11:43:39Z,,75
P032,Attending_lt10,Q010,Guideline-Direct,49,C,A,No,,C,C,2026-05-19T11:44:12Z,,,2026-05-19T11:44:18Z,
